iter	Passed	Remaining
579	142	347
580	142	347
581	142	347
582	142	346
583	142	346
584	143	346
585	143	346
586	143	345
587	143	345
588	144	345
589	144	345
590	144	345
591	144	344
592	145	344
593	145	344
594	145	344
595	145	343
596	146	343
597	146	343
598	146	342
599	146	342
600	147	343
601	147	343
602	148	342
603	148	342
604	148	342
605	148	342
606	149	341
607	149	341
608	149	341
609	149	341
610	149	340
611	150	340
612	150	339
613	150	339
614	150	339
615	150	338
616	151	338
617	151	339
618	152	339
619	152	339
620	152	339
621	153	339
622	153	339
623	153	338
624	153	338
625	154	338
626	154	337
627	154	337
628	154	337
629	155	337
630	155	336
631	155	336
632	155	336
633	156	336
634	156	336
635	156	336
636	157	336
637	157	336
638	157	336
639	158	336
640	158	335
641	158	335
642	158	335
643	159	335
644	159	334
645	159	334
646	159	334
647	160	333
648	160	333
649	160	333
650	160	333
651	161	332
652	161	332
653	161	332
654	161	332
655	161	331
656	162	331
657	162	331
658	162	331
659	162	330
660	163	330
661	163	330
662	163	329
663	163	329
664	163	329
665	164	328
666	164	329
667	165	329
668	165	328
669	165	328
670	165	328
671	165	327
672	166	327
673	166	327
674	166	326
675	166	326
676	166	326
677	167	326
678	167	325
679	167	325
680	167	325
681	168	324
682	168	324
683	168	324
684	168	323
685	168	323
686	169	323
687	169	322
688	169	322
689	169	322
690	170	322
691	170	321
692	170	321
693	170	321
694	170	321
695	171	320
696	171	320
697	171	320
698	171	319
699	172	319
700	172	319
701	172	318
702	172	318
703	173	318
704	173	318
705	173	317
706	173	317
707	173	317
708	174	317
709	174	317
710	174	316
711	175	316
712	175	316
713	175	315
714	175	315
715	176	315
716	176	315
717	176	315
718	176	314
719	176	314
720	177	314
721	177	313
722	177	313
723	177	313
724	177	312
725	178	312
726	178	312
727	178	312
728	178	311
729	179	311
730	179	311
731	179	310
732	179	310
733	179	310
734	180	309
735	180	309
736	180	309
737	180	309
738	181	308
739	181	308
740	181	308
741	181	308
742	181	307
743	182	307
744	182	307
745	182	307
746	183	306
747	183	306
748	183	306
749	183	306
750	184	306
751	184	305
752	184	305
753	184	305
754	185	305
755	185	304
756	185	304
757	185	304
758	186	304
759	186	304
760	186	303
761	186	303
762	187	303
763	187	303
764	187	302
765	187	302
766	188	302
767	188	302
768	188	301
769	188	301
770	188	301
771	189	301
772	189	300
773	189	300
774	189	300
775	190	299
776	190	299
777	190	299
778	190	299
779	191	299
780	191	298
781	191	298
782	192	298
783	192	298
784	192	298
785	192	297
786	193	297
787	193	297
788	193	297
789	193	296
790	194	296
791	194	296
792	194	296
793	194	295
794	195	295
795	195	295
796	195	295
797	195	294
798	196	294
799	196	294
800	196	294
801	196	293
802	196	293
803	197	293
804	197	293
805	197	292
806	197	292
807	198	292
808	198	292
809	198	291
810	199	291
811	199	291
812	199	291
813	199	291
814	200	290
815	200	290
816	200	290
817	201	290
818	201	290
819	201	289
820	201	289
821	201	289
822	202	289
823	202	289
824	202	288
825	203	288
826	203	288
827	203	288
828	203	287
829	204	287
830	204	287
831	204	287
832	204	286
833	204	286
834	205	286
835	205	286
836	205	285
837	206	285
838	206	285
839	206	285
840	206	284
841	206	284
842	207	284
843	207	283
844	207	283
845	207	283
846	207	283
847	208	282
848	208	282
849	208	282
850	208	282
851	209	281
852	209	281
853	209	281
854	209	280
855	210	280
856	210	280
857	210	280
858	210	280
859	211	279
860	211	279
861	211	279
862	211	279
863	212	278
864	212	278
865	212	278
866	212	278
867	213	277
868	213	277
869	213	277
870	213	277
871	214	276
872	214	276
873	214	276
874	214	276
875	215	275
876	215	275
877	215	275
878	215	275
879	215	274
880	216	274
881	216	274
882	216	274
883	217	274
884	217	274
885	217	274
886	218	273
887	218	273
888	218	273
889	219	273
890	219	273
891	219	272
892	219	272
893	220	272
894	220	272
895	220	271
896	220	271
897	221	271
898	221	271
899	221	270
900	221	270
901	222	270
902	222	270
903	222	270
904	223	269
905	223	269
906	223	269
907	223	269
908	224	268
909	224	268
910	224	268
911	225	268
912	225	268
913	225	268
914	226	268
915	226	267
916	226	267
917	226	267
918	227	267
919	227	267
920	228	267
921	228	267
922	228	266
923	229	266
924	229	266
925	229	266
926	229	266
927	230	265
928	230	265
929	230	265
930	231	265
931	231	265
932	231	265
933	232	264
934	232	264
935	232	264
936	233	264
937	233	264
938	233	264
939	234	263
940	234	263
941	234	263
942	234	263
943	235	263
944	235	263
945	235	262
946	236	262
947	236	262
948	236	262
949	237	261
950	237	261
951	237	261
952	238	261
953	238	261
954	238	261
955	238	260
956	239	260
957	239	260
958	239	259
959	239	259
960	240	259
961	240	259
962	240	259
963	241	259
964	241	258
965	241	258
966	241	258
967	241	257
968	242	257
969	242	257
970	242	257
971	243	257
972	243	256
973	243	256
974	243	256
975	244	256
976	244	256
977	244	255
978	245	255
979	245	255
980	245	255
981	245	255
982	246	254
983	246	254
984	246	254
985	246	253
986	247	253
987	247	253
988	247	253
989	248	253
990	248	252
991	248	252
992	248	252
993	249	252
994	249	251
995	249	251
996	250	251
997	250	251
998	250	251
999	251	251
1000	251	250
1001	251	250
1002	252	250
1003	252	250
1004	252	250
1005	252	249
1006	253	249
1007	253	249
1008	253	249
1009	253	248
1010	254	248
1011	254	248
1012	255	248
1013	255	248
1014	255	248
1015	255	247
1016	256	247
1017	256	247
1018	256	247
1019	257	247
1020	257	246
1021	257	246
1022	257	246
1023	258	245
1024	258	245
1025	258	245
1026	258	245
1027	259	244
1028	259	244
1029	259	244
1030	260	244
1031	260	244
1032	260	244
1033	261	243
1034	261	243
1035	261	243
1036	261	243
1037	261	242
1038	262	242
1039	262	242
1040	262	242
1041	263	241
1042	263	241
1043	263	241
1044	263	241
1045	264	241
1046	264	240
1047	265	240
1048	265	240
1049	266	240
1050	266	240
1051	266	240
1052	267	240
1053	267	239
1054	267	239
1055	267	239
1056	267	239
1057	268	238
1058	268	238
1059	268	238
1060	268	238
1061	269	237
1062	269	237
1063	269	237
1064	270	237
1065	270	237
1066	270	236
1067	270	236
1068	271	236
1069	271	235
1070	271	235
1071	271	235
1072	272	235
1073	272	234
1074	272	234
1075	272	234
1076	273	234
1077	273	233
1078	273	233
1079	273	233
1080	273	232
1081	274	232
1082	274	232
1083	274	232
1084	274	231
1085	275	231
1086	275	231
1087	275	231
1088	275	230
1089	276	230
1090	276	230
1091	276	230
1092	277	229
1093	277	229
1094	277	229
1095	277	229
1096	277	228
1097	278	228
1098	278	228
1099	278	228
1100	279	227
1101	279	227
1102	279	227
1103	279	227
1104	279	226
1105	280	226
1106	280	226
1107	280	225
1108	280	225
1109	281	225
1110	281	225
1111	281	224
1112	281	224
1113	281	224
1114	282	223
1115	282	223
1116	282	223
1117	282	223
1118	282	222
1119	283	222
1120	283	222
1121	283	221
1122	283	221
1123	283	221
1124	284	221
1125	284	220
1126	284	220
1127	284	220
1128	285	220
1129	285	219
1130	285	219
1131	285	219
1132	286	218
1133	286	218
1134	286	218
1135	287	218
1136	287	218
1137	287	217
1138	287	217
1139	288	217
1140	288	216
1141	288	216
1142	288	216
1143	288	216
1144	289	215
1145	289	215
1146	289	215
1147	290	215
1148	290	215
1149	290	214
1150	290	214
1151	290	214
1152	291	213
1153	291	213
1154	291	213
1155	291	212
1156	291	212
1157	292	212
1158	292	212
1159	292	211
1160	292	211
1161	292	211
1162	293	211
1163	293	210
1164	293	210
1165	294	210
1166	294	210
1167	294	209
1168	294	209
1169	294	209
1170	295	208
1171	295	208
1172	295	208
1173	295	208
1174	296	207
1175	296	207
1176	296	207
1177	296	207
1178	297	206
1179	297	206
1180	297	206
1181	297	206
1182	297	205
1183	298	205
1184	298	205
1185	298	204
1186	298	204
1187	299	204
1188	299	204
1189	299	203
1190	299	203
1191	299	203
1192	300	202
1193	300	202
1194	300	202
1195	300	202
1196	301	201
1197	301	201
1198	301	201
1199	301	201
1200	302	201
1201	302	200
1202	302	200
1203	303	200
1204	303	200
1205	303	199
1206	303	199
1207	304	199
1208	304	199
1209	304	198
1210	304	198
1211	305	198
1212	305	198
1213	305	197
1214	305	197
1215	306	197
1216	306	197
1217	306	196
1218	306	196
1219	306	196
1220	307	196
1221	307	195
1222	307	195
1223	307	195
1224	308	194
1225	308	194
1226	308	194
1227	308	194
1228	308	193
1229	309	193
1230	309	193
1231	309	193
1232	309	192
1233	310	192
1234	310	192
1235	310	192
1236	310	191
1237	311	191
1238	311	191
1239	311	190
1240	311	190
1241	312	190
1242	312	190
1243	313	190
1244	313	190
1245	313	189
1246	313	189
1247	313	189
1248	314	188
1249	314	188
1250	314	188
1251	314	188
1252	315	187
1253	315	187
1254	315	187
1255	315	187
1256	316	186
1257	316	186
1258	316	186
1259	316	186
1260	317	185
1261	317	185
1262	317	185
1263	317	185
1264	318	184
1265	318	184
1266	318	184
1267	318	184
1268	319	183
1269	319	183
1270	320	183
1271	320	183
1272	320	183
1273	320	182
1274	320	182
1275	321	182
1276	321	181
1277	321	181
1278	321	181
1279	322	181
1280	322	180
1281	322	180
1282	323	180
1283	323	180
1284	323	180
1285	323	179
1286	324	179
1287	324	179
1288	325	179
1289	325	179
1290	326	179
1291	326	178
1292	326	178
1293	327	178
1294	327	178
1295	327	177
1296	327	177
1297	328	177
1298	328	177
1299	328	177
1300	328	176
1301	329	176
1302	329	176
1303	329	175
1304	329	175
1305	330	175
1306	330	175
1307	330	175
1308	331	174
1309	331	174
1310	331	174
1311	331	173
1312	332	173
1313	332	173
1314	332	173
1315	333	173
1316	333	172
1317	333	172
1318	333	172
1319	333	172
1320	334	171
1321	334	171
1322	334	171
1323	335	171
1324	335	170
1325	335	170
1326	335	170
1327	335	169
1328	336	169
1329	336	169
1330	336	169
1331	337	169
1332	337	168
1333	337	168
1334	337	168
1335	338	168
1336	338	167
1337	338	167
1338	339	167
1339	339	167
1340	339	166
1341	339	166
1342	340	166
1343	340	166
1344	340	165
1345	340	165
1346	341	165
1347	341	165
1348	341	164
1349	342	164
1350	342	164
1351	342	164
1352	342	163
1353	342	163
1354	343	163
1355	343	163
1356	343	162
1357	344	162
1358	344	162
1359	344	162
1360	344	161
1361	345	161
1362	345	161
1363	345	161
1364	345	160
1365	345	160
1366	346	160
1367	346	160
1368	346	159
1369	346	159
1370	347	159
1371	347	158
1372	347	158
1373	347	158
1374	347	158
1375	348	157
1376	348	157
1377	348	157
1378	348	157
1379	349	156
1380	349	156
1381	349	156
1382	350	156
1383	350	155
1384	350	155
1385	350	155
1386	351	155
1387	351	154
1388	351	154
1389	351	154
1390	352	154
1391	352	153
1392	352	153
1393	352	153
1394	353	153
1395	353	152
1396	353	152
1397	353	152
1398	354	152
1399	354	151
1400	354	151
1401	355	151
1402	355	151
1403	355	150
1404	355	150
1405	356	150
1406	356	150
1407	356	149
1408	356	149
1409	357	149
1410	357	149
1411	357	148
1412	357	148
1413	358	148
1414	358	148
1415	358	147
1416	358	147
1417	359	147
1418	359	147
1419	359	146
1420	359	146
1421	360	146
1422	360	146
1423	360	145
1424	360	145
1425	360	145
1426	361	144
1427	361	144
1428	361	144
1429	361	144
1430	361	143
1431	362	143
1432	363	143
1433	363	143
1434	363	143
1435	363	142
1436	363	142
1437	364	142
1438	364	142
1439	364	141
1440	364	141
1441	364	141
1442	365	140
1443	365	140
1444	365	140
1445	365	140
1446	366	139
1447	366	139
1448	366	139
1449	367	139
1450	367	139
1451	367	138
1452	367	138
1453	368	138
1454	368	137
1455	368	137
1456	368	137
1457	369	137
1458	369	136
1459	369	136
1460	369	136
1461	370	136
1462	370	135
1463	370	135
1464	370	135
1465	370	135
1466	371	134
1467	371	134
1468	371	134
1469	372	134
1470	372	133
1471	372	133
1472	373	133
1473	373	133
1474	373	133
1475	373	132
1476	374	132
1477	374	132
1478	374	131
1479	374	131
1480	375	131
1481	375	131
1482	375	130
1483	375	130
1484	376	130
1485	376	130
1486	376	129
1487	376	129
1488	377	129
1489	377	129
1490	377	128
1491	377	128
1492	378	128
1493	378	128
1494	378	127
1495	378	127
1496	378	127
1497	379	127
1498	379	126
1499	379	126
1500	379	126
1501	380	126
1502	380	125
1503	380	125
1504	380	125
1505	381	125
1506	381	124
1507	381	124
1508	381	124
1509	381	123
1510	382	123
1511	382	123
1512	382	123
1513	382	122
1514	383	122
1515	383	122
1516	383	122
1517	383	121
1518	384	121
1519	384	121
1520	384	121
1521	384	120
1522	385	120
1523	385	120
1524	385	120
1525	385	119
1526	386	119
1527	386	119
1528	386	119
1529	386	118
1530	386	118
1531	387	118
1532	387	117
1533	387	117
1534	387	117
1535	387	117
1536	388	116
1537	388	116
1538	388	116
1539	388	116
1540	389	115
1541	389	115
1542	389	115
1543	389	115
1544	389	114
1545	390	114
1546	390	114
1547	390	114
1548	390	113
1549	390	113
1550	391	113
1551	391	112
1552	391	112
1553	391	112
1554	392	112
1555	392	111
1556	392	111
1557	392	111
1558	393	111
1559	393	110
1560	393	110
1561	393	110
1562	393	110
1563	394	109
1564	394	109
1565	394	109
1566	394	109
1567	395	108
1568	395	108
1569	395	108
1570	395	108
1571	396	107
1572	396	107
1573	396	107
1574	396	107
1575	397	106
1576	397	106
1577	397	106
1578	397	106
1579	398	105
1580	398	105
1581	398	105
1582	398	105
1583	398	104
1584	399	104
1585	399	104
1586	399	103
1587	399	103
1588	400	103
1589	400	103
1590	400	102
1591	400	102
1592	400	102
1593	401	102
1594	401	101
1595	401	101
1596	401	101
1597	401	101
1598	402	100
1599	402	100
1600	402	100
1601	402	100
1602	403	99
1603	403	99
1604	403	99
1605	403	99
1606	404	98
1607	404	98
1608	404	98
1609	405	98
1610	405	97
1611	405	97
1612	406	97
1613	406	97
1614	406	97
1615	407	96
1616	407	96
1617	407	96
1618	408	96
1619	408	95
1620	408	95
1621	408	95
1622	409	95
1623	409	94
1624	409	94
1625	410	94
1626	410	94
1627	410	93
1628	410	93
1629	410	93
1630	411	93
1631	411	92
1632	411	92
1633	411	92
1634	412	91
1635	412	91
1636	412	91
1637	412	91
1638	413	90
1639	413	90
1640	413	90
1641	413	90
1642	414	89
1643	414	89
1644	414	89
1645	414	89
1646	414	88
1647	415	88
1648	415	88
1649	415	88
1650	415	87
1651	416	87
1652	416	87
1653	416	87
1654	416	86
1655	416	86
1656	417	86
1657	417	86
1658	417	85
1659	418	85
1660	418	85
1661	418	85
1662	418	84
1663	418	84
1664	419	84
1665	419	84
1666	419	83
1667	419	83
1668	420	83
1669	420	83
1670	420	82
1671	420	82
1672	420	82
1673	421	82
1674	421	81
1675	421	81
1676	421	81
1677	422	80
1678	422	80
1679	422	80
1680	422	80
1681	423	79
1682	423	79
1683	423	79
1684	423	79
1685	423	78
1686	424	78
1687	424	78
1688	424	78
1689	424	77
1690	425	77
1691	425	77
1692	425	77
1693	425	76
1694	425	76
1695	426	76
1696	426	76
1697	426	75
1698	426	75
1699	427	75
1700	427	75
1701	427	74
1702	427	74
1703	427	74
1704	428	74
1705	428	73
1706	428	73
1707	428	73
1708	428	73
1709	429	72
1710	429	72
1711	429	72
1712	429	72
1713	430	71
1714	430	71
1715	430	71
1716	430	70
1717	430	70
1718	431	70
1719	431	70
1720	431	69
1721	431	69
1722	432	69
1723	432	69
1724	432	68
1725	432	68
1726	432	68
1727	433	68
1728	433	67
1729	433	67
1730	433	67
1731	434	67
1732	434	66
1733	434	66
1734	434	66
1735	435	66
1736	435	65
1737	435	65
1738	435	65
1739	436	65
1740	436	64
1741	436	64
1742	436	64
1743	436	64
1744	437	63
1745	437	63
1746	437	63
1747	437	63
1748	438	62
1749	438	62
1750	438	62
1751	438	62
1752	439	61
1753	439	61
1754	439	61
1755	439	61
1756	440	60
1757	440	60
1758	440	60
1759	440	60
1760	440	59
1761	441	59
1762	441	59
1763	441	59
1764	441	58
1765	442	58
1766	442	58
1767	442	58
1768	443	57
1769	443	57
1770	443	57
1771	443	57
1772	444	56
1773	444	56
1774	444	56
1775	444	56
1776	444	55
1777	445	55
1778	445	55
1779	445	55
1780	445	54
1781	445	54
1782	446	54
1783	446	54
1784	446	53
1785	446	53
1786	446	53
1787	447	53
1788	447	52
1789	447	52
1790	448	52
1791	448	52
1792	448	51
1793	448	51
1794	448	51
1795	449	51
1796	449	50
1797	449	50
1798	450	50
1799	450	50
1800	450	49
1801	450	49
1802	451	49
1803	451	49
1804	451	48
1805	451	48
1806	451	48
1807	452	48
1808	452	47
1809	452	47
1810	452	47
1811	452	46
1812	453	46
1813	453	46
1814	453	46
1815	453	45
1816	453	45
1817	454	45
1818	454	45
1819	454	44
1820	454	44
1821	455	44
1822	455	44
1823	455	43
1824	455	43
1825	455	43
1826	456	43
1827	456	42
1828	456	42
1829	456	42
1830	456	42
1831	457	41
1832	457	41
1833	457	41
1834	457	41
1835	458	40
1836	458	40
1837	458	40
1838	458	40
1839	458	39
1840	459	39
1841	459	39
1842	459	39
1843	459	38
1844	460	38
1845	460	38
1846	460	38
1847	461	37
1848	461	37
1849	461	37
1850	461	37
1851	462	36
1852	462	36
1853	462	36
1854	462	36
1855	462	35
1856	463	35
1857	463	35
1858	463	35
1859	463	34
1860	464	34
1861	464	34
1862	464	34
1863	464	33
1864	465	33
1865	465	33
1866	465	33
1867	465	32
1868	465	32
1869	466	32
1870	466	32
1871	466	31
1872	466	31
1873	466	31
1874	467	31
1875	467	30
1876	467	30
1877	467	30
1878	468	30
1879	468	29
1880	468	29
1881	468	29
1882	468	29
1883	469	28
1884	469	28
1885	469	28
1886	469	28
1887	470	27
1888	470	27
1889	470	27
1890	470	27
1891	471	26
1892	471	26
1893	471	26
1894	471	26
1895	472	25
1896	472	25
1897	472	25
1898	472	25
1899	472	24
1900	473	24
1901	473	24
1902	473	24
1903	473	23
1904	474	23
1905	474	23
1906	474	23
1907	474	22
1908	474	22
1909	475	22
1910	475	22
1911	475	21
1912	475	21
1913	476	21
1914	476	21
1915	476	20
1916	476	20
1917	477	20
1918	477	20
1919	477	19
1920	477	19
1921	477	19
1922	478	19
1923	478	18
1924	478	18
1925	478	18
1926	479	18
1927	479	17
1928	479	17
1929	479	17
1930	480	17
1931	480	16
1932	480	16
1933	480	16
1934	481	16
1935	481	15
1936	481	15
1937	481	15
1938	481	15
1939	482	14
1940	482	14
1941	482	14
1942	482	14
1943	483	13
1944	483	13
1945	483	13
1946	483	13
1947	483	12
1948	484	12
1949	484	12
1950	484	12
1951	484	11
1952	485	11
1953	485	11
1954	485	11
1955	485	10
1956	486	10
1957	486	10
1958	486	10
1959	486	9
1960	486	9
1961	487	9
1962	487	9
1963	487	8
1964	487	8
1965	488	8
1966	488	8
1967	488	7
1968	488	7
1969	488	7
1970	489	7
1971	489	6
1972	489	6
1973	489	6
1974	490	6
1975	490	5
1976	490	5
1977	490	5
1978	491	5
1979	491	4
1980	491	4
1981	492	4
1982	492	4
1983	492	3
1984	492	3
1985	492	3
1986	493	3
1987	493	2
1988	493	2
1989	493	2
1990	493	2
1991	494	1
1992	494	1
1993	494	1
1994	494	1
1995	494	0
1996	495	0
1997	495	0
1998	495	0
1999	495	0
