iter	RMSE
1351	2.111022641e-08
1352	2.083294508e-08
1353	2.057929711e-08
1354	2.033535294e-08
1355	2.006343811e-08
1356	1.982556881e-08
1357	1.956222737e-08
1358	1.933030387e-08
1359	1.907525567e-08
1360	1.884915127e-08
1361	1.863350041e-08
1362	1.835385189e-08
1363	1.813461107e-08
1364	1.79023818e-08
1365	1.767910785e-08
1366	1.746302391e-08
1367	1.724583221e-08
1368	1.703707083e-08
1369	1.682411612e-08
1370	1.662101932e-08
1371	1.641362219e-08
1372	1.621602456e-08
1373	1.594988237e-08
1374	1.575279325e-08
1375	1.554858457e-08
1376	1.535637128e-08
1377	1.515861652e-08
1378	1.497117609e-08
1379	1.477966256e-08
1380	1.459689432e-08
1381	1.441141834e-08
1382	1.423322318e-08
1383	1.407680369e-08
1384	1.39035735e-08
1385	1.369612771e-08
1386	1.352829544e-08
1387	1.335975648e-08
1388	1.31963075e-08
1389	1.303234801e-08
1390	1.287315699e-08
1391	1.271364197e-08
1392	1.253119155e-08
1393	1.237655978e-08
1394	1.222567438e-08
1395	1.205225096e-08
1396	1.190068944e-08
1397	1.175482685e-08
1398	1.160012746e-08
1399	1.145784617e-08
1400	1.130810896e-08
1401	1.116933366e-08
1402	1.102438847e-08
1403	1.088904576e-08
1404	1.074872974e-08
1405	1.061674801e-08
1406	1.048090546e-08
1407	1.03522142e-08
1408	1.022069575e-08
1409	1.009522619e-08
1410	9.982560512e-09
1411	9.860547468e-09
1412	9.736857394e-09
1413	9.617984505e-09
1414	9.497677216e-09
1415	9.382033661e-09
1416	9.264833501e-09
1417	9.152325349e-09
1418	9.001832647e-09
1419	8.890461097e-09
1420	8.777567714e-09
1421	8.668973139e-09
1422	8.573475531e-09
1423	8.448473001e-09
1424	8.342163665e-09
1425	8.239853765e-09
1426	8.137603846e-09
1427	8.037951756e-09
1428	7.938478198e-09
1429	7.841410932e-09
1430	7.744633411e-09
1431	7.651619801e-09
1432	7.55592166e-09
1433	7.465422863e-09
1434	7.372202755e-09
1435	7.284148288e-09
1436	7.163595588e-09
1437	7.072916421e-09
1438	6.983159856e-09
1439	6.895384148e-09
1440	6.807847253e-09
1441	6.722876911e-09
1442	6.637513341e-09
1443	6.565983669e-09
1444	6.48296202e-09
1445	6.403056335e-09
1446	6.308568416e-09
1447	6.231161606e-09
1448	6.162035202e-09
1449	6.086747789e-09
1450	6.011537037e-09
1451	5.938200904e-09
1452	5.86502757e-09
1453	5.780722973e-09
1454	5.708795697e-09
1455	5.639575197e-09
1456	5.564999436e-09
1457	5.497483065e-09
1458	5.425318887e-09
1459	5.359470387e-09
1460	5.299666881e-09
1461	5.235616234e-09
1462	5.170419062e-09
1463	5.085793309e-09
1464	5.02986976e-09
1465	4.968343122e-09
1466	4.914236381e-09
1467	4.854409488e-09
1468	4.781923434e-09
1469	4.7239384e-09
1470	4.66815631e-09
1471	4.608869753e-09
1472	4.551867154e-09
1473	4.496858526e-09
1474	4.441400055e-09
1475	4.387820719e-09
1476	4.333863027e-09
1477	4.277039941e-09
1478	4.224139429e-09
1479	4.169154593e-09
1480	4.117554563e-09
1481	4.073422736e-09
1482	4.023236131e-09
1483	3.964421338e-09
1484	3.915767915e-09
1485	3.873616594e-09
1486	3.826296632e-09
1487	3.762872042e-09
1488	3.722067183e-09
1489	3.677166507e-09
1490	3.622268425e-09
1491	3.578738573e-09
1492	3.539797782e-09
1493	3.497478561e-09
1494	3.445404777e-09
1495	3.404363973e-09
1496	3.351339162e-09
1497	3.314443179e-09
1498	3.274990644e-09
1499	3.239301239e-09
1500	3.200955572e-09
1501	3.152772188e-09
1502	3.115579427e-09
1503	3.067791639e-09
1504	3.033980643e-09
1505	2.998223506e-09
1506	2.96384119e-09
1507	2.930775608e-09
1508	2.886150247e-09
1509	2.852445505e-09
1510	2.809337006e-09
1511	2.777266999e-09
1512	2.74595412e-09
1513	2.714800013e-09
1514	2.684512532e-09
1515	2.643148678e-09
1516	2.612605959e-09
1517	2.573687302e-09
1518	2.544622282e-09
1519	2.515943283e-09
1520	2.487714698e-09
1521	2.45045606e-09
1522	2.422898457e-09
1523	2.395710456e-09
1524	2.358548395e-09
1525	2.331530888e-09
1526	2.305561445e-09
1527	2.274975496e-09
1528	2.236741492e-09
1529	2.211452885e-09
1530	2.177173678e-09
1531	2.148962592e-09
1532	2.124766492e-09
1533	2.096704662e-09
1534	2.0697052e-09
1535	2.045854326e-09
1536	2.01958904e-09
1537	1.986475876e-09
1538	1.963255645e-09
1539	1.936026382e-09
1540	1.913375939e-09
1541	1.887004726e-09
1542	1.864912057e-09
1543	1.839370506e-09
1544	1.817823961e-09
1545	1.790080041e-09
1546	1.769185401e-09
1547	1.743724879e-09
1548	1.720137936e-09
1549	1.699847509e-09
1550	1.681399576e-09
1551	1.66169687e-09
1552	1.636119635e-09
1553	1.617007564e-09
1554	1.596144923e-09
1555	1.571923646e-09
1556	1.553507071e-09
1557	1.536470963e-09
1558	1.51858773e-09
1559	1.495218099e-09
1560	1.473029731e-09
1561	1.455853781e-09
1562	1.437608982e-09
1563	1.421326053e-09
1564	1.402341689e-09
1565	1.380743917e-09
1566	1.364754758e-09
1567	1.345077725e-09
1568	1.329850208e-09
1569	1.314560627e-09
1570	1.299779094e-09
1571	1.282370583e-09
1572	1.26561897e-09
1573	1.251050754e-09
1574	1.234754835e-09
1575	1.214634437e-09
1576	1.200455555e-09
1577	1.182112873e-09
1578	1.168367898e-09
1579	1.152193646e-09
1580	1.138788882e-09
1581	1.123122845e-09
1582	1.110050991e-09
1583	1.095636974e-09
1584	1.082914484e-09
1585	1.068892697e-09
1586	1.055405148e-09
1587	1.04286707e-09
1588	1.029745185e-09
1589	1.017538489e-09
1590	1.001143374e-09
1591	9.877206003e-10
1592	9.758150441e-10
1593	9.628147755e-10
1594	9.512040236e-10
1595	9.370255221e-10
1596	9.257703771e-10
1597	9.140873015e-10
1598	9.02539849e-10
1599	8.917321164e-10
1600	8.80498794e-10
1601	8.696976536e-10
1602	8.590483247e-10
1603	8.485397027e-10
1604	8.381705619e-10
1605	8.25022272e-10
1606	8.131031737e-10
1607	8.030589321e-10
1608	7.929047536e-10
1609	7.832316688e-10
1610	7.735861093e-10
1611	7.641759489e-10
1612	7.533908637e-10
1613	7.439328996e-10
1614	7.345929403e-10
1615	7.233707791e-10
1616	7.14400249e-10
1617	7.057283868e-10
1618	6.96996599e-10
1619	6.885611285e-10
1620	6.781856361e-10
1621	6.696098926e-10
1622	6.614025851e-10
1623	6.532628647e-10
1624	6.452643149e-10
1625	6.375763113e-10
1626	6.295592276e-10
1627	6.220802151e-10
1628	6.117117e-10
1629	6.040925885e-10
1630	5.962013499e-10
1631	5.887703905e-10
1632	5.816619897e-10
1633	5.742555496e-10
1634	5.669251116e-10
1635	5.602440242e-10
1636	5.531084651e-10
1637	5.466092357e-10
1638	5.396624757e-10
1639	5.315286209e-10
1640	5.247868235e-10
1641	5.182992378e-10
1642	5.120292204e-10
1643	5.054419627e-10
1644	4.990399952e-10
1645	4.926592972e-10
1646	4.864150191e-10
1647	4.806491113e-10
1648	4.745694402e-10
1649	4.68960125e-10
1650	4.630403876e-10
1651	4.554094801e-10
1652	4.495234715e-10
1653	4.438958033e-10
1654	4.381840171e-10
1655	4.327311815e-10
1656	4.271619151e-10
1657	4.218782362e-10
1658	4.164482322e-10
1659	4.112227033e-10
1660	4.060347827e-10
1661	4.009399375e-10
1662	3.959129072e-10
1663	3.9094594e-10
1664	3.860749007e-10
1665	3.812331775e-10
1666	3.765388944e-10
1667	3.71824442e-10
1668	3.672584889e-10
1669	3.628711555e-10
1670	3.582261422e-10
1671	3.539583532e-10
1672	3.494342658e-10
1673	3.452823815e-10
1674	3.397756038e-10
1675	3.356980489e-10
1676	3.312800745e-10
1677	3.273308262e-10
1678	3.230231506e-10
1679	3.19197953e-10
1680	3.149981858e-10
1681	3.11292969e-10
1682	3.071989501e-10
1683	3.036099309e-10
1684	2.996192177e-10
1685	2.964634802e-10
1686	2.925819979e-10
1687	2.878422477e-10
1688	2.847804889e-10
1689	2.810974691e-10
1690	2.766903625e-10
1691	2.737194294e-10
1692	2.702236162e-10
1693	2.662898162e-10
1694	2.629029905e-10
1695	2.596445118e-10
1696	2.56775997e-10
1697	2.536095047e-10
1698	2.497425803e-10
1699	2.466752846e-10
1700	2.437246226e-10
1701	2.405457554e-10
1702	2.374899008e-10
1703	2.345801684e-10
1704	2.316077781e-10
1705	2.287734043e-10
1706	2.25882101e-10
1707	2.23103107e-10
1708	2.203079074e-10
1709	2.176042584e-10
1710	2.148808171e-10
1711	2.122503378e-10
1712	2.097228309e-10
1713	2.070375009e-10
1714	2.037556326e-10
1715	2.011949834e-10
1716	1.987595024e-10
1717	1.964198182e-10
1718	1.938954675e-10
1719	1.916191972e-10
1720	1.89159803e-10
1721	1.860541332e-10
1722	1.837471028e-10
1723	1.815430866e-10
1724	1.791740596e-10
1725	1.768932959e-10
1726	1.749701222e-10
1727	1.727515207e-10
1728	1.708903939e-10
1729	1.687322973e-10
1730	1.662536449e-10
1731	1.641632813e-10
1732	1.621514038e-10
1733	1.601397125e-10
1734	1.58206251e-10
1735	1.562223876e-10
1736	1.543414888e-10
1737	1.524088088e-10
1738	1.505787253e-10
1739	1.487067257e-10
1740	1.467995837e-10
1741	1.452426602e-10
1742	1.433869448e-10
1743	1.413363068e-10
1744	1.395382291e-10
1745	1.378072241e-10
1746	1.363002542e-10
1747	1.340416084e-10
1748	1.325992539e-10
1749	1.309395533e-10
1750	1.290293608e-10
1751	1.274210261e-10
1752	1.258733314e-10
1753	1.242250904e-10
1754	1.22715693e-10
1755	1.213571205e-10
1756	1.19889072e-10
1757	1.183935477e-10
1758	1.169561148e-10
1759	1.155084015e-10
1760	1.141099041e-10
1761	1.126996423e-10
1762	1.113390079e-10
1763	1.097565011e-10
1764	1.083733509e-10
1765	1.069701678e-10
1766	1.056579316e-10
1767	1.043754296e-10
1768	1.030337406e-10
1769	1.01738357e-10
1770	1.004396927e-10
1771	9.917623001e-11
1772	9.791922099e-11
1773	9.66871081e-11
1774	9.566077703e-11
1775	9.446230925e-11
1776	9.310201341e-11
1777	9.193311146e-11
1778	9.076702386e-11
1779	8.963519113e-11
1780	8.849802506e-11
1781	8.757191576e-11
1782	8.646610816e-11
1783	8.520331237e-11
1784	8.413134429e-11
1785	8.32469698e-11
1786	8.220448727e-11
1787	8.100880952e-11
1788	7.97444504e-11
1789	7.874487249e-11
1790	7.755843771e-11
1791	7.67269085e-11
1792	7.576520996e-11
1793	7.496089827e-11
1794	7.402603696e-11
1795	7.312635066e-11
1796	7.233921776e-11
1797	7.126271911e-11
1798	7.038156565e-11
1799	6.932682571e-11
1800	6.848771837e-11
1801	6.774199904e-11
1802	6.69263549e-11
1803	6.620503671e-11
1804	6.520984308e-11
1805	6.441079735e-11
1806	6.36420602e-11
1807	6.283434513e-11
1808	6.208557727e-11
1809	6.129986283e-11
1810	6.034143039e-11
1811	5.944443736e-11
1812	5.872291763e-11
1813	5.808544357e-11
1814	5.73843942e-11
1815	5.676795121e-11
1816	5.59129778e-11
1817	5.522648292e-11
1818	5.456589459e-11
1819	5.37397521e-11
1820	5.294684241e-11
1821	5.231289243e-11
1822	5.173735789e-11
1823	5.11213313e-11
1824	5.038641132e-11
1825	4.983307134e-11
1826	4.924021115e-11
1827	4.8705085e-11
1828	4.812928907e-11
1829	4.738287492e-11
1830	4.682434171e-11
1831	4.616019351e-11
1832	4.562822127e-11
1833	4.511587957e-11
1834	4.459935239e-11
1835	4.38947736e-11
1836	4.336333355e-11
1837	4.286858943e-11
1838	4.229748306e-11
1839	4.163235897e-11
1840	4.09949613e-11
1841	4.051031445e-11
1842	4.002220192e-11
1843	3.94103623e-11
1844	3.894670511e-11
1845	3.840134752e-11
1846	3.795917858e-11
1847	3.743661699e-11
1848	3.700538151e-11
1849	3.658119824e-11
1850	3.616259749e-11
1851	3.568149628e-11
1852	3.521858269e-11
1853	3.4675553e-11
1854	3.426413671e-11
1855	3.374453095e-11
1856	3.334592106e-11
1857	3.291988812e-11
1858	3.253177209e-11
1859	3.21172385e-11
1860	3.160669434e-11
1861	3.122919222e-11
1862	3.083509417e-11
1863	3.038574291e-11
1864	3.001561281e-11
1865	2.964600407e-11
1866	2.927916806e-11
1867	2.892348321e-11
1868	2.856656306e-11
1869	2.812816457e-11
1870	2.777868075e-11
1871	2.744237245e-11
1872	2.710247677e-11
1873	2.677386652e-11
1874	2.635823122e-11
1875	2.603555564e-11
1876	2.571387634e-11
1877	2.540469746e-11
1878	2.508704129e-11
1879	2.478635953e-11
1880	2.441513574e-11
1881	2.410300936e-11
1882	2.380260112e-11
1883	2.351615338e-11
1884	2.322392129e-11
1885	2.287270999e-11
1886	2.258877275e-11
1887	2.231841083e-11
1888	2.197883225e-11
1889	2.170987015e-11
1890	2.144084099e-11
1891	2.118213297e-11
1892	2.091709843e-11
1893	2.066553951e-11
1894	2.036248989e-11
1895	2.010255512e-11
1896	1.985229002e-11
1897	1.961245566e-11
1898	1.938063718e-11
1899	1.907726883e-11
1900	1.884879781e-11
1901	1.86120121e-11
1902	1.838978141e-11
1903	1.812123995e-11
1904	1.788909968e-11
1905	1.766551221e-11
1906	1.745351482e-11
1907	1.723591794e-11
1908	1.700985273e-11
1909	1.679764786e-11
1910	1.659598761e-11
1911	1.629633179e-11
1912	1.608531445e-11
1913	1.588345778e-11
1914	1.569057278e-11
1915	1.548265695e-11
1916	1.529563695e-11
1917	1.509281178e-11
1918	1.489768616e-11
1919	1.47140921e-11
1920	1.452375288e-11
1921	1.434569213e-11
1922	1.416033205e-11
1923	1.398792592e-11
1924	1.380717622e-11
1925	1.364012835e-11
1926	1.346380848e-11
1927	1.330172491e-11
1928	1.312987964e-11
1929	1.297279958e-11
1930	1.280532126e-11
1931	1.265318271e-11
1932	1.249005969e-11
1933	1.233310852e-11
1934	1.213749034e-11
1935	1.198962934e-11
1936	1.184811984e-11
1937	1.16968584e-11
1938	1.155159906e-11
1939	1.137633696e-11
1940	1.123842262e-11
1941	1.110029654e-11
1942	1.095876965e-11
1943	1.082388538e-11
1944	1.069537047e-11
1945	1.056458823e-11
1946	1.042709557e-11
1947	1.02996667e-11
1948	1.016599142e-11
1949	1.003754705e-11
1950	9.911906623e-12
1951	9.786839716e-12
1952	9.664447106e-12
1953	9.542786467e-12
1954	9.425966996e-12
1955	9.30549249e-12
1956	9.157765086e-12
1957	9.046295831e-12
1958	8.930285129e-12
1959	8.821772423e-12
1960	8.708585841e-12
1961	8.589295735e-12
1962	8.441799082e-12
1963	8.344588338e-12
1964	8.25156193e-12
1965	8.145327901e-12
1966	8.020802276e-12
1967	7.931478597e-12
1968	7.846272393e-12
1969	7.742796564e-12
1970	7.620463856e-12
1971	7.522844561e-12
1972	7.43904899e-12
1973	7.344151599e-12
1974	7.255013352e-12
1975	7.162490306e-12
1976	7.075788521e-12
1977	6.98557732e-12
1978	6.901170563e-12
1979	6.8132164e-12
1980	6.710917668e-12
1981	6.636234256e-12
1982	6.564840628e-12
1983	6.47922447e-12
1984	6.410091524e-12
1985	6.326757537e-12
1986	6.232667445e-12
1987	6.166320073e-12
1988	6.102770891e-12
1989	6.021489134e-12
1990	5.943224626e-12
1991	5.880911362e-12
1992	5.797047411e-12
1993	5.720487194e-12
1994	5.648874697e-12
1995	5.576193755e-12
1996	5.509422709e-12
1997	5.42271091e-12
1998	5.35327228e-12
1999	5.286652085e-12
