iter	RMSE
141	0.1140231622
142	0.1123284694
143	0.1109609903
144	0.1093455047
145	0.1077030494
146	0.1060838009
147	0.1051000886
148	0.1035270462
149	0.1025713224
150	0.1016560997
151	0.1001143186
152	0.09922490616
153	0.09837335344
154	0.09684342481
155	0.09536965501
156	0.09393582046
157	0.09308395535
158	0.09226811317
159	0.09086167236
160	0.0894928578
161	0.08868820013
162	0.08791754704
163	0.0865751129
164	0.08510202386
165	0.0838516523
166	0.08262004217
167	0.08183799316
168	0.08108868988
169	0.07989453662
170	0.07858307107
171	0.07736499918
172	0.07622707196
173	0.07550404525
174	0.07481133416
175	0.07369602937
176	0.07302254818
177	0.07237744201
178	0.07128898066
179	0.07010215907
180	0.0690715957
181	0.06842595005
182	0.06780740078
183	0.06680170083
184	0.06581777598
185	0.06520728721
186	0.0646223879
187	0.06350685212
188	0.06294493473
189	0.06240676336
190	0.06145876297
191	0.0605256462
192	0.0599942146
193	0.05948522964
194	0.05857987614
195	0.05768909448
196	0.05718641292
197	0.05670495897
198	0.05572459599
199	0.05509918267
200	0.0546465505
201	0.05380511306
202	0.05297416365
203	0.05252717849
204	0.05209917645
205	0.05168942987
206	0.05087945713
207	0.05007961782
208	0.04967477102
209	0.04914181534
210	0.04837807022
211	0.04762630209
212	0.04708929913
213	0.04659451492
214	0.04608950375
215	0.04560854628
216	0.04514698555
217	0.04469424881
218	0.04426288296
219	0.04383200291
220	0.04342565205
221	0.04303836643
222	0.04230006611
223	0.04158746004
224	0.04120923793
225	0.04051693403
226	0.03984876979
227	0.03947837587
228	0.03882889478
229	0.03847016165
230	0.03783861737
231	0.03722909878
232	0.03687654963
233	0.0362836274
234	0.03571147729
235	0.0353645123
236	0.03480775509
237	0.03447067089
238	0.03392877511
239	0.03340593003
240	0.03307358698
241	0.03256457404
242	0.03224131881
243	0.03174569431
244	0.03126757831
245	0.03094851247
246	0.03048288983
247	0.03017230551
248	0.02971879858
249	0.02941640057
250	0.02897465091
251	0.02854858518
252	0.02824983057
253	0.02783476472
254	0.02754375645
255	0.02713937848
256	0.02685587984
257	0.02646189108
258	0.02608197889
259	0.02580179177
260	0.02543161522
261	0.02515859341
262	0.02479788825
263	0.02453183101
264	0.02418034272
265	0.02392105837
266	0.02357854148
267	0.02332584652
268	0.02299206398
269	0.02274578225
270	0.0224205049
271	0.02210692543
272	0.02186347253
273	0.02155787698
274	0.02132058848
275	0.02102277034
276	0.02079148728
277	0.02050124633
278	0.02027581489
279	0.01999295689
280	0.01977322809
281	0.01949756451
282	0.01928339389
283	0.01901474165
284	0.01880598907
285	0.01854417029
286	0.01834069965
287	0.01808554148
288	0.01788722054
289	0.01763855492
290	0.01744525515
291	0.01720291866
292	0.01690235089
293	0.01671562207
294	0.01653616405
295	0.01630323209
296	0.01612833388
297	0.01590135305
298	0.01573089991
299	0.01550972002
300	0.0153436006
301	0.01512807566
302	0.01496618181
303	0.01475616989
304	0.01459839652
305	0.01439375958
306	0.01424000454
307	0.0140406083
308	0.01389077225
309	0.01369648605
310	0.01355047233
311	0.01336116906
312	0.01321888359
313	0.01303443952
314	0.01289579074
315	0.01271608544
316	0.01254288723
317	0.01240590035
318	0.01223715874
319	0.01210368327
320	0.01193928832
321	0.01180923855
322	0.01164908324
323	0.0115223757
324	0.01136635578
325	0.01124290914
326	0.01109092313
327	0.01097065814
328	0.0108226072
329	0.01070544666
330	0.01056123452
331	0.0104471032
332	0.01028844406
333	0.01017707048
334	0.01003999009
335	0.009931497162
336	0.009780908976
337	0.009675033465
338	0.009573300598
339	0.009441587677
340	0.009342489577
341	0.009197986077
342	0.009101274594
343	0.008976058952
344	0.008881854203
345	0.008744654776
346	0.008641326558
347	0.008524413107
348	0.008432225966
349	0.008318361832
350	0.008228565781
351	0.008117674576
352	0.008030210076
353	0.007922217647
354	0.007837027004
355	0.007717868186
356	0.007634724242
357	0.007532066475
358	0.007444289373
359	0.007337560652
360	0.007252654898
361	0.007148521736
362	0.007066383161
363	0.006964785663
364	0.006885315312
365	0.006786195435
366	0.006712540886
367	0.006621954401
368	0.00654643765
369	0.006452260775
370	0.006379191625
371	0.006287313191
372	0.006216606407
373	0.006126974832
374	0.00606016553
375	0.005978143995
376	0.005910952481
377	0.005825794728
378	0.005760774239
379	0.005659554513
380	0.005561330576
381	0.005469444578
382	0.005395874655
383	0.005336011697
384	0.005265615808
385	0.005205613803
386	0.005117522843
387	0.005059786111
388	0.004992446568
389	0.004938433133
390	0.004873984884
391	0.004817621064
392	0.00475487385
393	0.004674375958
394	0.004621384661
395	0.0045603257
396	0.004494044551
397	0.004444438653
398	0.004379823367
399	0.004331790225
400	0.004282620206
401	0.004225942839
402	0.004164609142
403	0.004118934575
404	0.004050579434
405	0.004007432802
406	0.003954446444
407	0.003909196728
408	0.003857627916
409	0.003796470504
410	0.003740848214
411	0.003700260999
412	0.003657294531
413	0.003609859681
414	0.003549301869
415	0.003511647308
416	0.003466244925
417	0.003414719234
418	0.003374797226
419	0.003331391869
420	0.003295819498
421	0.003246929784
422	0.003208983635
423	0.003162408539
424	0.003127789997
425	0.00308238811
426	0.003048870624
427	0.00300461341
428	0.002972161442
429	0.002923058102
430	0.002892407035
431	0.002845522771
432	0.00280848378
433	0.002775668639
434	0.002739625264
435	0.002693945404
436	0.002665818322
437	0.002631293836
438	0.002592094029
439	0.002565040135
440	0.002526851427
441	0.002497107669
442	0.002464853986
443	0.002435888928
444	0.002404505388
445	0.002379223488
446	0.002343948233
447	0.002316416148
448	0.002286572001
449	0.002262523046
450	0.002229048533
451	0.002202875554
452	0.002174491261
453	0.002151617747
454	0.002113447381
455	0.002080024842
456	0.002048157453
457	0.002013266386
458	0.001981354406
459	0.001951012934
460	0.001922165806
461	0.001894740673
462	0.001871899448
463	0.001852160081
464	0.00183331908
465	0.001798931437
466	0.001774312101
467	0.001750921264
468	0.001723085724
469	0.001692512942
470	0.001670387906
471	0.001645020244
472	0.001617224751
473	0.001599248488
474	0.00157280621
475	0.001547661085
476	0.001523747734
477	0.001506497807
478	0.001486506295
479	0.001469975566
480	0.001450531653
481	0.001431831052
482	0.001415569924
483	0.001397377354
484	0.001381591939
485	0.001363893006
486	0.001346504941
487	0.001329281918
488	0.001312715432
489	0.001297539177
490	0.001280965969
491	0.001264647676
492	0.001248948682
493	0.001232644166
494	0.00121697584
495	0.001201497945
496	0.00118625897
497	0.001171617849
498	0.001156356198
499	0.001142113049
500	0.00112843183
501	0.001113383443
502	0.001100071488
503	0.001085405311
504	0.001072451177
505	0.001060010473
506	0.001045549046
507	0.001033440885
508	0.001019344349
509	0.001007558839
510	0.0009962427967
511	0.000982345002
512	0.0009713291821
513	0.0009577808827
514	0.0009470566455
515	0.0009340947895
516	0.0009208434549
517	0.0009080675644
518	0.0008957539315
519	0.0008854075585
520	0.0008734037094
521	0.0008633301015
522	0.0008536554189
523	0.0008418196233
524	0.0008323992689
525	0.0008208611148
526	0.0008116880758
527	0.0008004401284
528	0.0007915076362
529	0.0007829308353
530	0.000771844161
531	0.0007634918396
532	0.0007526843
533	0.0007445504224
534	0.0007340151438
535	0.0007260938675
536	0.000715824161
537	0.0007081098278
538	0.0006953133147
539	0.0006856478607
540	0.0006781046478
541	0.000668683458
542	0.0006613381981
543	0.0006542859481
544	0.0006450026179
545	0.0006381352141
546	0.0006290869087
547	0.0006223994547
548	0.0006135804223
549	0.0006070681736
550	0.0005984728152
551	0.0005921311726
552	0.0005837540359
553	0.0005775785394
554	0.0005694143139
555	0.0005634006366
556	0.0005554441488
557	0.0005495880921
558	0.0005418343008
559	0.000536131789
560	0.0005265642646
561	0.0005192695767
562	0.0005121792446
563	0.0005051247802
564	0.0004983260508
565	0.0004915404908
566	0.0004849640908
567	0.0004796929531
568	0.0004732870605
569	0.0004681728074
570	0.0004619334071
571	0.0004566955791
572	0.0004506151912
573	0.0004455159076
574	0.0004395906766
575	0.0004348549303
576	0.0004300612547
577	0.0004242249905
578	0.0004181556712
579	0.0004125031021
580	0.0004070568588
581	0.0004026303721
582	0.0003973261867
583	0.000393031671
584	0.0003878662295
585	0.0003834204706
586	0.0003794035796
587	0.0003743158488
588	0.0003682075001
589	0.0003643590404
590	0.000360675979
591	0.0003557225981
592	0.0003521489493
593	0.0003460863491
594	0.0003413664584
595	0.0003368183158
596	0.0003333027674
597	0.0003288744804
598	0.0003251693172
599	0.0003218802757
600	0.0003175202963
601	0.0003124129746
602	0.0003092624916
603	0.000306247829
604	0.0003020017123
605	0.0002990765827
606	0.000294943241
607	0.0002899356195
608	0.0002860329633
609	0.0002831554468
610	0.0002793565671
611	0.0002754570123
612	0.0002717766838
613	0.0002682661734
614	0.0002655555385
615	0.0002620219086
616	0.0002583524749
617	0.0002549281793
618	0.0002517100722
619	0.0002474909349
620	0.0002449208227
621	0.0002417247193
622	0.0002389535617
623	0.0002351020152
624	0.000232727781
625	0.0002304570413
626	0.0002273091285
627	0.0002251076637
628	0.0002220442523
629	0.0002187888437
630	0.0002158171014
631	0.0002129536893
632	0.0002108262656
633	0.0002080401273
634	0.0002045407107
635	0.0002024741594
636	0.0001998361712
637	0.000196589954
638	0.0001945820453
639	0.0001926614839
640	0.0001901379481
641	0.0001877079244
642	0.0001848920225
643	0.0001825370031
644	0.0001806800039
645	0.0001783902489
646	0.0001757266666
647	0.0001735067423
648	0.0001713616734
649	0.0001688119131
650	0.0001666894364
651	0.0001642989099
652	0.0001622783584
653	0.0001605470982
654	0.0001585831285
655	0.0001558370223
656	0.0001541656717
657	0.0001522888835
658	0.0001499442354
659	0.0001481254645
660	0.0001465299325
661	0.000144762048
662	0.0001425404645
663	0.0001408008433
664	0.0001391097297
665	0.0001373540934
666	0.0001352936939
667	0.0001336340598
668	0.0001317576831
669	0.0001301770939
670	0.00012843874
671	0.0001268973994
672	0.0001255004028
673	0.0001240024338
674	0.0001224260869
675	0.0001209672992
676	0.0001194335401
677	0.0001175300379
678	0.0001161103885
679	0.0001145733617
680	0.0001131889435
681	0.0001117642492
682	0.0001103213025
683	0.0001089548989
684	0.0001073204106
685	0.0001059960707
686	0.0001047219732
687	0.0001033320892
688	0.0001020896017
689	0.0001009677632
690	9.971613979e-05
691	9.849350937e-05
692	9.727565755e-05
693	9.576851924e-05
694	9.457859529e-05
695	9.317315198e-05
696	9.20198506e-05
697	9.090538483e-05
698	8.978536316e-05
699	8.86775496e-05
700	8.758782414e-05
701	8.654036488e-05
702	8.544863001e-05
703	8.442940563e-05
704	8.315019751e-05
705	8.208804889e-05
706	8.090989266e-05
707	7.988076623e-05
708	7.891127339e-05
709	7.797260563e-05
710	7.698415204e-05
711	7.581749299e-05
712	7.485812716e-05
713	7.379400235e-05
714	7.287976049e-05
715	7.193578038e-05
716	7.104434011e-05
717	7.012893708e-05
718	6.925978201e-05
719	6.837205442e-05
720	6.752468042e-05
721	6.666376088e-05
722	6.583767576e-05
723	6.472218038e-05
724	6.390093865e-05
725	6.310937418e-05
726	6.231303536e-05
727	6.154153021e-05
728	6.076932257e-05
729	6.00174192e-05
730	5.92941787e-05
731	5.852889726e-05
732	5.779313097e-05
733	5.70801809e-05
734	5.636440734e-05
735	5.567641279e-05
736	5.497363261e-05
737	5.430423976e-05
738	5.361967625e-05
739	5.296833167e-05
740	5.234241035e-05
741	5.166764539e-05
742	5.105854229e-05
743	5.040118937e-05
744	4.98084241e-05
745	4.899705819e-05
746	4.840982528e-05
747	4.776767709e-05
748	4.719864647e-05
749	4.657245021e-05
750	4.602102334e-05
751	4.541043228e-05
752	4.4876035e-05
753	4.428070992e-05
754	4.381837021e-05
755	4.323913669e-05
756	4.279141254e-05
757	4.222783743e-05
758	4.155107623e-05
759	4.11221836e-05
760	4.045304656e-05
761	4.004154168e-05
762	3.950697173e-05
763	3.893733142e-05
764	3.841924146e-05
765	3.792032772e-05
766	3.737363104e-05
767	3.688996646e-05
768	3.642439541e-05
769	3.60269938e-05
770	3.557423965e-05
771	3.502077356e-05
772	3.463465568e-05
773	3.420548575e-05
774	3.369745446e-05
775	3.328141837e-05
776	3.288123636e-05
777	3.243524301e-05
778	3.204483203e-05
779	3.167827815e-05
780	3.129875609e-05
781	3.08901555e-05
782	3.052048043e-05
783	3.012302133e-05
784	2.974090709e-05
785	2.937623501e-05
786	2.900448572e-05
787	2.864717944e-05
788	2.82874943e-05
789	2.793983824e-05
790	2.758937599e-05
791	2.725108847e-05
792	2.692601986e-05
793	2.658041241e-05
794	2.626407713e-05
795	2.592731516e-05
796	2.561946688e-05
797	2.521048076e-05
798	2.485210772e-05
799	2.453107663e-05
800	2.42219746e-05
801	2.392445204e-05
802	2.363032635e-05
803	2.334761789e-05
804	2.305425053e-05
805	2.277913182e-05
806	2.249333134e-05
807	2.222559408e-05
808	2.189813361e-05
809	2.162008946e-05
810	2.134641719e-05
811	2.108490513e-05
812	2.081022437e-05
813	2.055697588e-05
814	2.028910699e-05
815	2.004384225e-05
816	1.978263881e-05
817	1.954509005e-05
818	1.929040901e-05
819	1.904518748e-05
820	1.883634416e-05
821	1.85977436e-05
822	1.837306684e-05
823	1.817812835e-05
824	1.794319902e-05
825	1.768566912e-05
826	1.745808849e-05
827	1.723897405e-05
828	1.703025675e-05
829	1.681823142e-05
830	1.661861642e-05
831	1.64268753e-05
832	1.621145095e-05
833	1.602487458e-05
834	1.581497764e-05
835	1.56334218e-05
836	1.542891353e-05
837	1.525223952e-05
838	1.498071751e-05
839	1.47994563e-05
840	1.462630589e-05
841	1.442886638e-05
842	1.428197503e-05
843	1.408982511e-05
844	1.394753987e-05
845	1.37605462e-05
846	1.362271177e-05
847	1.344074741e-05
848	1.321766979e-05
849	1.308388929e-05
850	1.291134387e-05
851	1.272008601e-05
852	1.255280155e-05
853	1.23917083e-05
854	1.226244389e-05
855	1.210575807e-05
856	1.192445314e-05
857	1.177249177e-05
858	1.162621517e-05
859	1.145193199e-05
860	1.128623893e-05
861	1.114594727e-05
862	1.102359206e-05
863	1.08871996e-05
864	1.076877265e-05
865	1.063616411e-05
866	1.047691401e-05
867	1.034825224e-05
868	1.020179402e-05
869	1.007939889e-05
870	9.965664682e-06
871	9.846706738e-06
872	9.736623583e-06
873	9.620998007e-06
874	9.485974129e-06
875	9.373123292e-06
876	9.242598137e-06
877	9.13246658e-06
878	9.006278836e-06
879	8.898812299e-06
880	8.797891312e-06
881	8.693416101e-06
882	8.579595515e-06
883	8.470165156e-06
884	8.367094148e-06
885	8.260636364e-06
886	8.160215863e-06
887	8.056641948e-06
888	7.937255003e-06
889	7.839589297e-06
890	7.741742565e-06
891	7.647700444e-06
892	7.551390852e-06
893	7.459885992e-06
894	7.366054729e-06
895	7.277014367e-06
896	7.191457366e-06
897	7.098950194e-06
898	7.015692172e-06
899	6.925563837e-06
900	6.844540956e-06
901	6.73628698e-06
902	6.641587649e-06
903	6.555677311e-06
904	6.472957317e-06
905	6.390174659e-06
906	6.3094883e-06
907	6.229349069e-06
908	6.150652192e-06
909	6.07306434e-06
910	5.996314043e-06
911	5.93110034e-06
912	5.856427416e-06
913	5.793286402e-06
914	5.710423923e-06
915	5.637301423e-06
916	5.566903387e-06
917	5.499772138e-06
918	5.431191339e-06
919	5.365871662e-06
920	5.297652339e-06
921	5.215048532e-06
922	5.148969422e-06
923	5.08403503e-06
924	5.020057187e-06
925	4.967145008e-06
926	4.903159394e-06
927	4.832836212e-06
928	4.770846558e-06
929	4.711167431e-06
930	4.651487328e-06
931	4.593289412e-06
932	4.543392105e-06
933	4.486777347e-06
934	4.43214465e-06
935	4.368718036e-06
936	4.313193021e-06
937	4.259742149e-06
938	4.205120583e-06
939	4.152994901e-06
940	4.107611755e-06
941	4.04360455e-06
942	3.999885017e-06
943	3.950014949e-06
944	3.892400435e-06
945	3.844071644e-06
946	3.802299091e-06
947	3.755286673e-06
948	3.709542102e-06
949	3.656732679e-06
950	3.610612292e-06
951	3.564770732e-06
952	3.521013896e-06
953	3.477883039e-06
954	3.42566589e-06
955	3.383099675e-06
956	3.342060994e-06
957	3.300600232e-06
958	3.260676571e-06
959	3.222315079e-06
960	3.181450993e-06
961	3.144129161e-06
962	3.10492444e-06
963	3.06460374e-06
964	3.026656243e-06
965	2.987328796e-06
966	2.950594154e-06
967	2.912238335e-06
968	2.876674265e-06
969	2.839269048e-06
970	2.804835208e-06
971	2.768360118e-06
972	2.735017979e-06
973	2.699453047e-06
974	2.671508732e-06
975	2.63691447e-06
976	2.599291923e-06
977	2.565757482e-06
978	2.533470736e-06
979	2.506451143e-06
980	2.467063935e-06
981	2.441043315e-06
982	2.410157918e-06
983	2.375241962e-06
984	2.345304886e-06
985	2.320456731e-06
986	2.291338581e-06
987	2.258267125e-06
988	2.223004489e-06
989	2.195083781e-06
990	2.171549627e-06
991	2.144398036e-06
992	2.121635012e-06
993	2.095231683e-06
994	2.064698142e-06
995	2.032954874e-06
996	2.007625199e-06
997	1.977837368e-06
998	1.956428552e-06
999	1.932055474e-06
1000	1.911352418e-06
1001	1.887661364e-06
1002	1.864866816e-06
1003	1.844609065e-06
1004	1.817101843e-06
1005	1.794769715e-06
1006	1.773283578e-06
1007	1.750811829e-06
1008	1.729884831e-06
1009	1.708025105e-06
1010	1.682707836e-06
1011	1.661004477e-06
1012	1.640394835e-06
1013	1.622986872e-06
1014	1.599533496e-06
1015	1.579347693e-06
1016	1.559654071e-06
1017	1.540500556e-06
1018	1.517837435e-06
1019	1.494948796e-06
1020	1.476558691e-06
1021	1.455068542e-06
1022	1.436439266e-06
1023	1.41867614e-06
1024	1.403198196e-06
1025	1.385939061e-06
1026	1.370975454e-06
1027	1.354204218e-06
1028	1.333944791e-06
1029	1.317682636e-06
1030	1.30204024e-06
1031	1.285353314e-06
1032	1.270121232e-06
1033	1.250843373e-06
1034	1.235071506e-06
1035	1.219004878e-06
1036	1.204006483e-06
1037	1.18844697e-06
1038	1.173821541e-06
1039	1.156572188e-06
1040	1.142393591e-06
1041	1.127594446e-06
1042	1.113768834e-06
1043	1.099437253e-06
1044	1.085957066e-06
1045	1.074101994e-06
1046	1.060998972e-06
1047	1.047703493e-06
1048	1.032273285e-06
1049	1.019543009e-06
1050	1.006976776e-06
1051	9.925625434e-07
1052	9.800744629e-07
1053	9.679180342e-07
1054	9.562150587e-07
1055	9.442232859e-07
1056	9.328385758e-07
1057	9.182167323e-07
1058	9.052520993e-07
1059	8.938124178e-07
1060	8.827262283e-07
1061	8.721695386e-07
1062	8.611802941e-07
1063	8.509112192e-07
1064	8.402099532e-07
1065	8.302199393e-07
1066	8.163974577e-07
1067	8.060709694e-07
1068	7.957652819e-07
1069	7.857645639e-07
1070	7.75714524e-07
1071	7.660287675e-07
1072	7.562288406e-07
1073	7.468476735e-07
1074	7.372924421e-07
1075	7.282059049e-07
1076	7.188900657e-07
1077	7.100885899e-07
1078	7.010069511e-07
1079	6.924813393e-07
1080	6.836288192e-07
1081	6.751094028e-07
1082	6.667384066e-07
1083	6.571220022e-07
1084	6.48771191e-07
1085	6.407344566e-07
1086	6.328020635e-07
1087	6.251794396e-07
1088	6.172588743e-07
1089	6.074267059e-07
1090	5.999483013e-07
1091	5.928038298e-07
1092	5.850612565e-07
1093	5.781430156e-07
1094	5.705957366e-07
1095	5.645258813e-07
1096	5.571857182e-07
1097	5.513151418e-07
1098	5.441760423e-07
1099	5.357369578e-07
1100	5.30011424e-07
1101	5.224456244e-07
1102	5.156452148e-07
1103	5.090977938e-07
1104	5.029417221e-07
1105	4.965637525e-07
1106	4.905757573e-07
1107	4.843625508e-07
1108	4.785376285e-07
1109	4.706204058e-07
1110	4.649156344e-07
1111	4.589348722e-07
1112	4.540325177e-07
1113	4.482163269e-07
1114	4.417515933e-07
1115	4.3611685e-07
1116	4.306932254e-07
1117	4.253981843e-07
1118	4.201153766e-07
1119	4.149646298e-07
1120	4.090865135e-07
1121	4.039062624e-07
1122	3.989201295e-07
1123	3.938126796e-07
1124	3.889503763e-07
1125	3.840083648e-07
1126	3.792672873e-07
1127	3.750341945e-07
1128	3.704222985e-07
1129	3.658293722e-07
1130	3.598281853e-07
1131	3.558719331e-07
1132	3.514422388e-07
1133	3.463167121e-07
1134	3.420241878e-07
1135	3.378939772e-07
1136	3.336355261e-07
1137	3.296127736e-07
1138	3.254702555e-07
1139	3.214883611e-07
1140	3.175219594e-07
1141	3.136481124e-07
1142	3.085024594e-07
1143	3.045939954e-07
1144	3.007736068e-07
1145	2.969906955e-07
1146	2.93265521e-07
1147	2.896039465e-07
1148	2.859719939e-07
1149	2.828285973e-07
1150	2.792967667e-07
1151	2.75898225e-07
1152	2.724309009e-07
1153	2.684642339e-07
1154	2.651311404e-07
1155	2.619239044e-07
1156	2.589610684e-07
1157	2.557796519e-07
1158	2.526216586e-07
1159	2.495264989e-07
1160	2.464501608e-07
1161	2.434387832e-07
1162	2.394576641e-07
1163	2.36533577e-07
1164	2.33465743e-07
1165	2.306141673e-07
1166	2.28040187e-07
1167	2.247140888e-07
1168	2.219219735e-07
1169	2.192352647e-07
1170	2.164995031e-07
1171	2.13882735e-07
1172	2.112212122e-07
1173	2.086628551e-07
1174	2.060830455e-07
1175	2.035939393e-07
1176	2.010811391e-07
1177	1.984556128e-07
1178	1.960045401e-07
1179	1.93464641e-07
1180	1.9107398e-07
1181	1.889760078e-07
1182	1.859038775e-07
1183	1.838957126e-07
1184	1.816020134e-07
1185	1.789425242e-07
1186	1.767202014e-07
1187	1.745818082e-07
1188	1.726424469e-07
1189	1.701234346e-07
1190	1.68028836e-07
1191	1.660134543e-07
1192	1.639404958e-07
1193	1.619776401e-07
1194	1.599608933e-07
1195	1.578580091e-07
1196	1.559199569e-07
1197	1.538854194e-07
1198	1.519951159e-07
1199	1.503385383e-07
1200	1.485001151e-07
1201	1.463290077e-07
1202	1.44546548e-07
1203	1.428316374e-07
1204	1.410356872e-07
1205	1.390149392e-07
1206	1.3735138e-07
1207	1.356343072e-07
1208	1.339837071e-07
1209	1.323435904e-07
1210	1.307377642e-07
1211	1.29048799e-07
1212	1.274297836e-07
1213	1.257957503e-07
1214	1.242165567e-07
1215	1.229074254e-07
1216	1.213715753e-07
1217	1.196254602e-07
1218	1.181361403e-07
1219	1.167028421e-07
1220	1.154378475e-07
1221	1.13505606e-07
1222	1.122963067e-07
1223	1.109213979e-07
1224	1.092908194e-07
1225	1.079575562e-07
1226	1.066748851e-07
1227	1.055078533e-07
1228	1.039605069e-07
1229	1.027032563e-07
1230	1.01064424e-07
1231	9.986888024e-08
1232	9.876410076e-08
1233	9.760217366e-08
1234	9.653376121e-08
1235	9.510144739e-08
1236	9.396248102e-08
1237	9.24846866e-08
1238	9.140144739e-08
1239	9.039013361e-08
1240	8.933760981e-08
1241	8.835962197e-08
1242	8.703262209e-08
1243	8.600083148e-08
1244	8.466726871e-08
1245	8.368582596e-08
1246	8.276020795e-08
1247	8.180681807e-08
1248	8.055349657e-08
1249	7.950229383e-08
1250	7.859041781e-08
1251	7.75665982e-08
1252	7.667880145e-08
1253	7.568287866e-08
1254	7.44517828e-08
1255	7.340294491e-08
1256	7.254200704e-08
1257	7.143372087e-08
1258	7.033813899e-08
1259	6.951163876e-08
1260	6.856483595e-08
1261	6.775900832e-08
1262	6.701437358e-08
1263	6.623205812e-08
1264	6.521368516e-08
1265	6.445498614e-08
1266	6.374621945e-08
1267	6.300949443e-08
1268	6.20412099e-08
1269	6.109643196e-08
1270	6.03889602e-08
1271	5.962035285e-08
1272	5.895005262e-08
1273	5.815956569e-08
1274	5.726426821e-08
1275	5.660593418e-08
1276	5.576806799e-08
1277	5.499862084e-08
1278	5.436273047e-08
1279	5.37503493e-08
1280	5.313311387e-08
1281	5.231001476e-08
1282	5.171132405e-08
1283	5.113604353e-08
1284	5.044666347e-08
1285	4.978328036e-08
1286	4.921623894e-08
1287	4.857094909e-08
1288	4.777878674e-08
1289	4.722678826e-08
1290	4.657193626e-08
1291	4.603361834e-08
1292	4.543375395e-08
1293	4.47822175e-08
1294	4.410962099e-08
1295	4.358342536e-08
1296	4.307754963e-08
1297	4.251946779e-08
1298	4.197525089e-08
1299	4.134551885e-08
1300	4.085596026e-08
1301	4.033659847e-08
1302	3.986010079e-08
1303	3.935490612e-08
1304	3.889106843e-08
1305	3.839961385e-08
1306	3.79270033e-08
1307	3.746993792e-08
1308	3.688001862e-08
1309	3.643575085e-08
1310	3.596668665e-08
1311	3.528323269e-08
1312	3.486223706e-08
1313	3.445742857e-08
1314	3.40129644e-08
1315	3.350249918e-08
1316	3.311210274e-08
1317	3.265598158e-08
1318	3.227527174e-08
1319	3.183353551e-08
1320	3.146230242e-08
1321	3.103447505e-08
1322	3.067251325e-08
1323	3.025813791e-08
1324	2.990524678e-08
1325	2.956535433e-08
1326	2.911604998e-08
1327	2.877041741e-08
1328	2.843810185e-08
1329	2.806467681e-08
1330	2.7741138e-08
1331	2.737788489e-08
1332	2.70284815e-08
1333	2.670946941e-08
1334	2.63695455e-08
1335	2.5957212e-08
1336	2.564679992e-08
1337	2.532346832e-08
1338	2.502123866e-08
1339	2.470668872e-08
1340	2.4404251e-08
1341	2.410637595e-08
1342	2.381212773e-08
1343	2.347387672e-08
1344	2.318175033e-08
1345	2.29006411e-08
1346	2.254435288e-08
1347	2.225496699e-08
1348	2.198570962e-08
1349	2.165666215e-08
1350	2.137034319e-08
